N,종목명,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE,CODE
231.0,KODEX 코스닥150레버리지,8055.0,195.0,+2.48%,0.0,9763.0,121200.0,1.02,14702023.0,,,233740
232.0,삼양식품,128500.0,500.0,-0.39%,5000.0,9680.0,7533.0,10.22,62685.0,10.15,15.38,003230
233.0,풍산,34400.0,450.0,-1.29%,5000.0,9640.0,28024.0,12.27,175191.0,5.07,15.56,103140
234.0,KODEX 23-12 은행채(AA+이상)액티브,10195.0,10.0,-0.10%,0.0,9571.0,93880.0,0.0,63435.0,,,448320
235.0,롯데리츠,3930.0,15.0,+0.38%,500.0,9549.0,242969.0,10.05,99809.0,25.69,1.65,330590
236.0,KODEX Top5PlusTR,16115.0,40.0,+0.25%,0.0,9540.0,59200.0,8.62,2931.0,,,315930
237.0,세방,49100.0,550.0,+1.13%,500.0,9481.0,19309.0,7.57,145847.0,19.35,6.01,004360
238.0,금호타이어,3300.0,5.0,+0.15%,5000.0,9480.0,287260.0,4.61,254384.0,-22.0,-6.08,073240
239.0,PI첨단소재,32250.0,450.0,+1.42%,500.0,9471.0,29366.0,8.14,76502.0,17.44,21.03,178920
240.0,코스맥스,80100.0,500.0,+0.63%,500.0,9091.0,11350.0,22.49,42139.0,17.06,16.47,192820
241.0,CJ CGV,18780.0,380.0,+2.07%,500.0,8962.0,47722.0,5.11,135094.0,-4.13,-156.09,079160
242.0,진에어,17120.0,40.0,-0.23%,1000.0,8937.0,52200.0,2.43,159893.0,-16.65,-98.62,272450
243.0,제이알글로벌리츠,4515.0,10.0,-0.22%,1000.0,8912.0,197376.0,9.82,233054.0,27.36,1.65,348950
244.0,영원무역홀딩스,65100.0,800.0,-1.21%,500.0,8877.0,13636.0,18.32,14023.0,2.31,14.72,009970
245.0,이노션,44300.0,300.0,-0.67%,500.0,8860.0,20000.0,31.48,11828.0,13.8,8.29,214320
246.0,ESR켄달스퀘어리츠,4150.0,25.0,-0.60%,1000.0,8843.0,213089.0,50.98,89793.0,19.04,3.24,365550
247.0,코스모화학,24900.0,150.0,-0.60%,1000.0,8717.0,35008.0,5.2,596596.0,76.15,7.89,005420
248.0,더블유게임즈,47150.0,200.0,-0.42%,500.0,8664.0,18375.0,12.53,50675.0,29.23,16.5,192080
249.0,바이오노트,8500.0,130.0,+1.55%,500.0,8659.0,101876.0,0.08,260928.0,1.65,70.5,377740
250.0,신세계인터내셔날,24150.0,50.0,-0.21%,1000.0,8622.0,35700.0,5.72,100361.0,8.14,12.11,031430
251.0,KG스틸,8460.0,100.0,+1.20%,5000.0,8461.0,100009.0,3.42,325267.0,4.02,17.99,016380
252.0,한올바이오파마,16160.0,290.0,+1.83%,500.0,8442.0,52241.0,5.62,116451.0,-2308.57,5.16,009420
253.0,LG전자우,49100.0,2000.0,+4.25%,5000.0,8438.0,17186.0,40.04,87933.0,5.62,,066575
254.0,미원상사,172500.0,2500.0,+1.47%,500.0,8366.0,4850.0,2.62,1051.0,11.84,20.49,002840
255.0,KBSTAR KIS종합채권(A-이상)액티브,97180.0,325.0,+0.34%,0.0,8345.0,8587.0,0.0,964.0,,,385540
256.0,태광산업,733000.0,6000.0,-0.81%,5000.0,8161.0,1113.0,5.02,702.0,12.44,8.77,003240
257.0,녹십자홀딩스,16950.0,60.0,-0.35%,500.0,7971.0,47028.0,6.53,37814.0,58.65,5.68,005250
258.0,TKG휴켐스,19260.0,150.0,+0.78%,1000.0,7873.0,40879.0,6.36,59621.0,8.72,11.06,069260
259.0,한일시멘트,11330.0,60.0,-0.53%,500.0,7847.0,69262.0,2.46,39635.0,11.35,5.89,300720
260.0,KODEX MSCI Korea TR,10850.0,70.0,+0.65%,0.0,7671.0,70700.0,0.92,47284.0,,,278540
261.0,TIGER 200 IT,30600.0,655.0,+2.19%,0.0,7570.0,24740.0,0.07,144886.0,,,139260
262.0,KODEX 단기채권,105015.0,5.0,0.00%,0.0,7469.0,7112.0,0.36,579253.0,,,153130
263.0,미원에스씨,145000.0,2500.0,-1.69%,500.0,7395.0,5100.0,0.48,1619.0,9.06,27.2,268280
264.0,우리종금,841.0,21.0,-2.44%,500.0,7352.0,874203.0,2.61,1701567.0,9.04,14.16,010050
265.0,대한해운,2290.0,15.0,-0.65%,500.0,7309.0,319177.0,6.65,417746.0,3.12,23.91,005880
266.0,동양생명,4525.0,40.0,-0.88%,5000.0,7301.0,161359.0,82.16,110994.0,4.31,,082640
267.0,대상,20700.0,150.0,-0.72%,1000.0,7172.0,34648.0,11.13,135420.0,6.48,12.48,001680
268.0,세방전지,51200.0,2700.0,+5.57%,500.0,7168.0,14000.0,23.75,182540.0,13.72,7.38,004490
269.0,HDC현대산업개발,10790.0,0.0,0.00%,5000.0,7111.0,65907.0,7.17,150663.0,-41.82,6.28,294870
270.0,넥센타이어,7270.0,110.0,-1.49%,500.0,7100.0,97668.0,5.47,273326.0,-16.34,0.31,002350
271.0,SBS,38450.0,800.0,+2.12%,5000.0,7018.0,18253.0,0.0,157598.0,6.02,23.21,034120
272.0,해성디에스,41150.0,1250.0,+3.13%,5000.0,6996.0,17000.0,12.69,147457.0,4.34,27.09,195870
273.0,SNT모티브,47700.0,150.0,+0.32%,5000.0,6975.0,14623.0,17.52,17417.0,7.11,9.9,064960
274.0,현대그린푸드,7060.0,120.0,-1.67%,500.0,6898.0,97704.0,10.96,367877.0,14.99,2.41,005440
275.0,쏘카,21000.0,450.0,-2.10%,100.0,6878.0,32753.0,0.88,85190.0,88.98,5.83,403550
276.0,대신증권,13510.0,80.0,-0.59%,5000.0,6859.0,50773.0,11.91,65910.0,5.25,26.41,003540
277.0,동원F&B,177700.0,8700.0,+5.15%,5000.0,6858.0,3859.0,6.45,13976.0,9.36,8.99,049770
278.0,한화투자증권,3130.0,105.0,-3.25%,5000.0,6715.0,214548.0,6.15,1447770.0,12.18,9.24,003530
279.0,DN오토모티브,67100.0,1100.0,+1.67%,500.0,6706.0,9994.0,1.69,46881.0,3.47,12.09,007340
280.0,일동제약,24950.0,50.0,+0.20%,1000.0,6687.0,26803.0,4.5,162524.0,-3.52,-48.94,249420
281.0,한세실업,16690.0,0.0,0.00%,500.0,6676.0,40000.0,11.61,73925.0,6.46,15.21,105630
282.0,쿠쿠홈시스,29600.0,250.0,+0.85%,100.0,6641.0,22437.0,4.96,19322.0,5.26,26.53,284740
283.0,드림텍,9770.0,10.0,-0.10%,100.0,6586.0,67405.0,24.43,108667.0,7.23,22.97,192650
284.0,영진약품,3600.0,25.0,-0.69%,500.0,6584.0,182893.0,4.93,322035.0,-100.0,-10.56,003520
285.0,세아제강지주,158500.0,300.0,-0.19%,5000.0,6565.0,4142.0,6.46,23349.0,2.39,16.14,003030
286.0,한섬,26500.0,50.0,+0.19%,500.0,6527.0,24630.0,25.52,50580.0,5.37,9.71,020000
287.0,부광약품,9160.0,20.0,+0.22%,500.0,6509.0,71063.0,5.61,82560.0,-482.11,-0.35,003000
288.0,KODEX 코스닥150,11100.0,140.0,+1.28%,0.0,6471.0,58300.0,9.42,4650745.0,,,229200
289.0,케이카,13350.0,500.0,-3.61%,500.0,6420.0,48087.0,7.55,414293.0,19.46,20.96,381970
290.0,현대홈쇼핑,53400.0,200.0,-0.37%,5000.0,6408.0,12000.0,25.16,17754.0,9.16,5.53,057050
291.0,LX홀딩스,8400.0,0.0,0.00%,1000.0,6408.0,76281.0,6.88,167945.0,2.83,,383800
292.0,프레스티지바이오파마,10650.0,170.0,-1.57%,0.0,6400.0,60096.0,63.15,405382.0,-4.51,-32.84,950210
293.0,삼아알미늄,43500.0,2100.0,+5.07%,500.0,6400.0,14712.0,26.01,426078.0,28.16,10.46,006110
294.0,지누스,33800.0,50.0,+0.15%,500.0,6388.0,18901.0,14.73,54712.0,14.69,11.57,013890
295.0,LG생활건강우,302500.0,1000.0,+0.33%,5000.0,6352.0,2100.0,70.37,7649.0,11.11,,051905
296.0,삼성 인버스 2X 천연가스 선물 ETN C,63275.0,3745.0,+6.29%,0.0,6328.0,10000.0,0.0,59146.0,,,530102
297.0,효성중공업,67800.0,400.0,-0.59%,5000.0,6322.0,9325.0,9.06,60091.0,19.06,6.35,298040
298.0,HSD엔진,8800.0,180.0,+2.09%,1000.0,6296.0,71544.0,3.36,3294528.0,-11.44,-19.71,082740
299.0,보령,9160.0,10.0,+0.11%,500.0,6292.0,68690.0,6.93,101998.0,11.67,10.58,003850
300.0,KCC글라스,39250.0,50.0,-0.13%,1000.0,6268.0,15971.0,8.57,19311.0,6.68,,344820
301.0,KODEX 자동차,17550.0,315.0,+1.83%,0.0,6257.0,35650.0,0.01,169760.0,,,091180
302.0,SK디스커버리,32800.0,600.0,+1.86%,5000.0,6244.0,19038.0,8.93,46585.0,1.65,9.77,006120
303.0,SPC삼립,72300.0,200.0,-0.28%,5000.0,6239.0,8629.0,3.53,8297.0,10.81,12.68,005610
304.0,진원생명과학,8010.0,40.0,+0.50%,1000.0,6228.0,77752.0,14.73,324283.0,-23.63,-10.5,011000
305.0,동아쏘시오홀딩스,98000.0,200.0,+0.20%,5000.0,6222.0,6349.0,12.61,2073.0,52.58,6.5,000640
306.0,삼양홀딩스,72500.0,1200.0,+1.68%,5000.0,6209.0,8564.0,7.6,21225.0,7.39,14.53,000070
307.0,ARIRANG 200,33460.0,225.0,+0.68%,0.0,6190.0,18500.0,0.07,71449.0,,,152100
308.0,파미셀,10230.0,130.0,-1.25%,500.0,6140.0,60017.0,10.18,254262.0,47.58,15.54,005690
309.0,KBSTAR 단기통안채,106850.0,10.0,+0.01%,0.0,6111.0,5719.0,0.4,227390.0,,,196230
310.0,티와이홀딩스,11790.0,20.0,+0.17%,500.0,6005.0,50929.0,5.38,26134.0,7.08,11.58,363280
311.0,현대에너지솔루션,53200.0,300.0,+0.57%,5000.0,5958.0,11200.0,11.21,93084.0,16.92,-2.05,322000
312.0,한국단자,57200.0,100.0,+0.18%,500.0,5957.0,10415.0,21.24,6240.0,11.83,7.83,025540
313.0,유안타증권,2960.0,20.0,-0.67%,5000.0,5908.0,199597.0,64.48,267420.0,-61.67,10.35,003470
314.0,세아베스틸지주,16400.0,50.0,-0.30%,5000.0,5881.0,35862.0,11.82,74751.0,3.99,10.81,001430
315.0,화승엔터프라이즈,9670.0,30.0,-0.31%,500.0,5859.0,60589.0,4.19,148238.0,38.22,-1.24,241590
316.0,쿠쿠홀딩스,16200.0,40.0,+0.25%,100.0,5761.0,35562.0,6.87,13644.0,4.54,17.58,192400
317.0,자화전자,28400.0,100.0,-0.35%,500.0,5751.0,20251.0,2.96,110004.0,281.19,7.54,033240
318.0,삼성 레버리지 WTI원유 선물 ETN,1405.0,15.0,+1.08%,0.0,5676.0,404000.0,0.0,1981751.0,,,530031
319.0,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),9800.0,15.0,-0.15%,0.0,5649.0,57640.0,1.15,94139.0,,,394670
320.0,이수화학,20050.0,100.0,-0.50%,5000.0,5606.0,27960.0,3.62,368380.0,9.79,35.21,005950
321.0,ACE 종합채권(AA-이상)KIS액티브,95615.0,255.0,+0.27%,0.0,5599.0,5856.0,0.0,2.0,,,356540
322.0,신영증권,58900.0,100.0,+0.17%,5000.0,5528.0,9386.0,7.5,1645.0,22.9,6.45,001720
323.0,QV 코스피 변동성 매칭형 양매도 ETN,7885.0,0.0,0.00%,0.0,5520.0,70000.0,0.0,0.0,,,550057
324.0,유니드,80600.0,400.0,-0.49%,5000.0,5455.0,6768.0,11.5,17979.0,5.0,20.51,014830
325.0,동아에스티,64300.0,100.0,+0.16%,5000.0,5431.0,8447.0,20.9,9504.0,27.03,1.97,170900
326.0,엠씨넥스,30050.0,200.0,+0.67%,500.0,5402.0,17978.0,7.93,54772.0,11.19,14.32,097520
327.0,아모레퍼시픽우,50800.0,1250.0,+2.52%,500.0,5363.0,10558.0,61.03,12950.0,51.31,,090435
328.0,HANARO 200,32760.0,105.0,+0.32%,0.0,5356.0,16350.0,0.02,147562.0,,,293180
329.0,제주은행,16610.0,230.0,-1.37%,5000.0,5337.0,32129.0,0.28,1173969.0,38.54,3.6,006220
330.0,NICE,14030.0,100.0,+0.72%,500.0,5315.0,37882.0,12.73,21296.0,11.33,8.01,034310
331.0,LF,18150.0,1300.0,+7.72%,5000.0,5307.0,29240.0,22.48,243366.0,4.16,9.24,093050
332.0,신한 레버리지 WTI원유 선물 ETN(H),1055.0,10.0,+0.96%,0.0,5275.0,500000.0,0.0,689279.0,,,500019
333.0,고려제강,21050.0,100.0,-0.47%,1000.0,5262.0,25000.0,7.4,31471.0,3.64,9.0,002240
334.0,한국카본,11960.0,260.0,-2.13%,500.0,5258.0,43961.0,10.84,437023.0,209.82,3.73,017960
335.0,이수페타시스,8280.0,380.0,+4.81%,1000.0,5237.0,63246.0,3.34,7849141.0,6.13,-3.78,007660
336.0,삼성SDI우,322500.0,1000.0,+0.31%,5000.0,5218.0,1618.0,18.7,3046.0,13.22,,006405
337.0,경동나비엔,35450.0,700.0,+2.01%,1000.0,5165.0,14569.0,6.85,36124.0,7.88,20.2,009450
338.0,미래에셋증권2우B,3680.0,0.0,0.00%,5000.0,5152.0,140000.0,10.22,107796.0,3.93,,00680K
339.0,ACE 미국S&P500,13265.0,85.0,+0.64%,0.0,5134.0,38700.0,0.7,66967.0,,,360200
340.0,KBSTAR 23-11 회사채(AA-이상)액티브,51335.0,5.0,-0.01%,0.0,5117.0,9968.0,0.0,19584.0,,,448590
341.0,미래에셋생명,2890.0,40.0,-1.37%,5000.0,5116.0,177016.0,3.29,53893.0,4.73,3.78,085620
342.0,콘텐트리중앙,26300.0,50.0,+0.19%,5000.0,5066.0,19262.0,0.96,147031.0,-27.09,-28.44,036420
343.0,KODEX 선진국MSCI World,20530.0,40.0,+0.20%,0.0,5061.0,24650.0,0.01,13207.0,,,251350
344.0,삼성화재우,157400.0,800.0,+0.51%,500.0,5024.0,3192.0,22.64,8779.0,6.88,,000815
345.0,신한알파리츠,6800.0,30.0,-0.44%,1000.0,5020.0,73830.0,5.88,50398.0,103.03,1.39,293940
346.0,애경산업,18980.0,380.0,+2.04%,1000.0,5013.0,26410.0,4.51,74810.0,21.69,4.63,018250
347.0,에이프로젠,1950.0,2.0,-0.10%,500.0,4947.0,253669.0,15.75,984964.0,-2.58,-5.5,007460
348.0,롯데손해보험,1593.0,4.0,+0.25%,1000.0,4944.0,310336.0,0.64,66358.0,6.61,12.3,000400
349.0,한화손해보험,4225.0,40.0,-0.94%,5000.0,4932.0,116739.0,7.72,231766.0,2.6,6.13,000370
350.0,티웨이항공,3075.0,120.0,+4.06%,500.0,4930.0,160330.0,1.64,1837761.0,-3.04,-190.16,091810
351.0,DI동일,19070.0,90.0,+0.47%,500.0,4876.0,25568.0,2.0,91485.0,9.15,8.01,001530
352.0,에어부산,4175.0,75.0,-1.76%,1000.0,4870.0,116640.0,0.6,800088.0,-1.15,-220.9,298690
353.0,JW중외제약,21850.0,500.0,-2.24%,2500.0,4846.0,22178.0,7.28,96981.0,42.34,-0.47,001060
354.0,TIGER 미국달러단기채권액티브,10880.0,75.0,-0.68%,0.0,4780.0,43930.0,0.02,180058.0,,,329750
355.0,동일산업,195800.0,100.0,-0.05%,5000.0,4749.0,2425.0,2.33,1679.0,12.76,11.48,004890
356.0,SK디앤디,21350.0,50.0,+0.23%,1000.0,4738.0,22190.0,4.89,12349.0,3.6,22.91,210980
357.0,TIGER 단기채권액티브,51510.0,0.0,0.00%,0.0,4687.0,9100.0,0.0,981953.0,,,272580
358.0,KB스타리츠,4615.0,5.0,-0.11%,500.0,4680.0,101414.0,0.11,40829.0,-74.44,,432320
359.0,남해화학,9360.0,80.0,-0.85%,1000.0,4650.0,49679.0,4.99,143642.0,5.48,,025860
360.0,코람코에너지리츠,5240.0,10.0,-0.19%,500.0,4639.0,88534.0,1.3,42227.0,40.31,2.8,357120
361.0,KOSEF 200TR,40075.0,255.0,+0.64%,0.0,4609.0,11500.0,0.01,31095.0,,,294400
362.0,KODEX 미국S&P500TR,11720.0,90.0,+0.77%,0.0,4606.0,39300.0,0.05,128340.0,,,379800
363.0,송원산업,18880.0,30.0,+0.16%,500.0,4531.0,24000.0,19.12,65291.0,3.03,14.43,004430
364.0,TIGER KRX2차전지K-뉴딜,15900.0,150.0,+0.95%,0.0,4508.0,28350.0,0.46,509241.0,,,364980
365.0,SGC에너지,30700.0,100.0,+0.33%,5000.0,4506.0,14677.0,4.28,21567.0,5.0,10.22,005090
366.0,롯데정보통신,28800.0,350.0,+1.23%,5000.0,4434.0,15396.0,1.5,58485.0,28.49,8.19,286940
367.0,BGF,4515.0,5.0,+0.11%,1000.0,4322.0,95717.0,4.08,92287.0,8.09,4.26,027410
368.0,ACE 200,33155.0,200.0,+0.61%,0.0,4260.0,12850.0,9.78,6057.0,,,105190
369.0,ACE 미국나스닥100,12165.0,135.0,+1.12%,0.0,4246.0,34900.0,0.05,51602.0,,,367380
370.0,삼양사,41050.0,150.0,-0.36%,5000.0,4234.0,10313.0,4.16,7721.0,10.08,3.39,145990
371.0,삼화콘덴서,40650.0,50.0,-0.12%,1000.0,4226.0,10395.0,5.33,56770.0,17.28,15.15,001820
372.0,애경케미칼,8660.0,50.0,+0.58%,500.0,4213.0,48649.0,3.72,43403.0,5.28,14.23,161000
373.0,세아홀딩스,105200.0,500.0,+0.48%,5000.0,4208.0,4000.0,0.58,170.0,3.08,2.59,058650
374.0,TIGER 미국S&P500선물(H),47895.0,655.0,+1.39%,0.0,4203.0,8775.0,0.17,475270.0,,,143850
375.0,빙그레,42300.0,500.0,+1.20%,5000.0,4167.0,9851.0,19.1,5648.0,-28.93,-3.37,005180
376.0,풀무원,10910.0,20.0,+0.18%,500.0,4159.0,38121.0,0.53,22655.0,49.37,2.91,017810
377.0,KODEX 단기변동금리부채권액티브,105740.0,5.0,0.00%,0.0,4155.0,3929.0,0.0,286.0,,,273140
378.0,신영증권우,58800.0,100.0,+0.17%,5000.0,4148.0,7054.0,6.12,31.0,22.86,,001725
379.0,남양유업,574000.0,6000.0,-1.03%,5000.0,4133.0,720.0,8.51,7050.0,-9.11,-6.99,003920
380.0,KODEX 미국FANG플러스(H),21360.0,500.0,+2.40%,0.0,4112.0,19250.0,0.0,50682.0,,,314250
381.0,잇츠한불,18730.0,10.0,-0.05%,500.0,4107.0,21929.0,0.74,38738.0,-89.62,-4.5,226320
382.0,TIGER KOFR금리액티브(합성),100710.0,30.0,+0.03%,0.0,4010.0,3982.0,0.0,2410.0,,,449170
383.0,TYM,2605.0,5.0,-0.19%,500.0,3969.0,152354.0,2.97,1856884.0,3.27,14.28,002900
384.0,KODEX 미국나스닥100TR,10470.0,125.0,+1.21%,0.0,3963.0,37850.0,0.02,107965.0,,,379810
385.0,세아제강,138500.0,0.0,0.00%,5000.0,3928.0,2836.0,9.62,14557.0,2.44,14.34,306200
386.0,맵스리얼티1,4200.0,20.0,-0.47%,0.0,3899.0,92834.0,3.5,24099.0,,,094800
387.0,스카이라이프,8150.0,10.0,+0.12%,2500.0,3897.0,47822.0,10.05,21161.0,6.91,7.87,053210
388.0,케이씨텍,18640.0,450.0,+2.47%,500.0,3889.0,20862.0,10.49,28534.0,6.17,11.45,281820
389.0,서흥,33500.0,0.0,0.00%,500.0,3876.0,11569.0,9.96,7399.0,8.21,14.79,008490
390.0,국도화학,43000.0,650.0,+1.53%,5000.0,3875.0,9011.0,19.09,46047.0,3.24,23.53,007690
391.0,KODEX 코스닥150선물인버스,4815.0,70.0,-1.43%,0.0,3847.0,79900.0,10.17,19203913.0,,,251340
392.0,휴스틸,6830.0,370.0,+5.73%,1000.0,3838.0,56188.0,6.27,19424852.0,2.16,7.3,005010
393.0,교보증권,5930.0,120.0,+2.07%,5000.0,3834.0,64653.0,3.28,52198.0,4.98,10.79,030610
394.0,SK증권,808.0,5.0,-0.62%,500.0,3819.0,472590.0,5.81,5792805.0,73.45,6.77,001510
395.0,KEC,2620.0,20.0,+0.77%,500.0,3793.0,144763.0,2.59,25247687.0,163.75,4.41,092220
396.0,TIGER 차이나항셍테크,6060.0,70.0,-1.14%,0.0,3788.0,62500.0,1.74,1594893.0,,,371160
397.0,코오롱모빌리티그룹,6030.0,80.0,+1.34%,500.0,3785.0,62777.0,1.96,7803623.0,,,450140
398.0,코리아써키트,16010.0,110.0,+0.69%,500.0,3782.0,23621.0,2.37,305193.0,4.98,14.99,007810
399.0,KBSTAR KIS단기종합채권(AA-이상)액티브,103145.0,5.0,0.00%,0.0,3777.0,3662.0,0.0,838.0,,,385550
400.0,한국자산신탁,3045.0,5.0,-0.16%,500.0,3775.0,123978.0,6.18,65499.0,3.28,13.28,123890
401.0,신성이엔지,1810.0,6.0,+0.33%,500.0,3726.0,205848.0,5.13,599630.0,56.56,-7.97,011930
402.0,유나이티드제약,22900.0,150.0,+0.66%,500.0,3720.0,16245.0,7.71,29422.0,7.14,9.92,033270
403.0,영풍제지,16600.0,690.0,+4.34%,500.0,3701.0,22295.0,0.87,157418.0,61.25,4.92,006740
404.0,코오롱플라스틱,9720.0,10.0,+0.10%,1000.0,3694.0,38000.0,0.99,153095.0,13.89,10.38,138490
405.0,흥아해운,1533.0,22.0,+1.46%,500.0,3686.0,240425.0,0.72,699361.0,-21.9,42.88,003280
406.0,일양약품,19000.0,90.0,-0.47%,2500.0,3626.0,19086.0,8.95,37569.0,17.45,6.67,007570
407.0,HDC,6020.0,80.0,+1.35%,5000.0,3596.0,59742.0,16.53,47504.0,-14.4,4.9,012630
408.0,효성화학,112000.0,600.0,+0.54%,5000.0,3573.0,3190.0,5.92,14218.0,-1.11,15.58,298000
409.0,세진중공업,6280.0,210.0,+3.46%,500.0,3570.0,56849.0,1.22,653741.0,-68.26,10.3,075580
410.0,아세아시멘트,9120.0,70.0,+0.77%,500.0,3553.0,38958.0,3.78,44182.0,5.41,11.01,183190
411.0,키다리스튜디오,9480.0,0.0,0.00%,500.0,3504.0,36965.0,0.41,152108.0,316.0,2.84,020120
412.0,퍼시스,30300.0,100.0,+0.33%,1000.0,3484.0,11500.0,18.73,2189.0,27.72,9.41,016800
413.0,대원제약,15830.0,170.0,-1.06%,500.0,3477.0,21965.0,18.99,166488.0,9.96,3.23,003220
414.0,이연제약,19310.0,150.0,+0.78%,500.0,3476.0,17999.0,0.67,29713.0,70.99,2.33,102460
415.0,KOSEF 국고채10년,110800.0,400.0,+0.36%,0.0,3468.0,3130.0,0.24,14030.0,,,148070
416.0,신성통상,2410.0,5.0,-0.21%,500.0,3463.0,143708.0,1.0,198586.0,4.06,25.2,005390
417.0,E1,50400.0,0.0,0.00%,5000.0,3457.0,6860.0,3.55,7409.0,4.52,10.57,017940
418.0,지역난방공사,29850.0,50.0,-0.17%,5000.0,3456.0,11579.0,0.48,3021.0,-1.45,1.18,071320
419.0,LG헬로비전,4460.0,25.0,+0.56%,2500.0,3454.0,77447.0,5.7,218638.0,9.39,4.2,037560
420.0,TIGER 글로벌자율주행&전기차SOLACTIVE,9850.0,40.0,+0.41%,0.0,3444.0,34960.0,0.44,19113.0,,,394660
421.0,한국토지신탁,1361.0,1.0,-0.07%,1000.0,3436.0,252489.0,10.38,312670.0,5.19,14.37,034830
422.0,락앤락,6840.0,0.0,0.00%,500.0,3434.0,50200.0,77.0,32551.0,40.96,2.38,115390
423.0,아세아제지,38300.0,450.0,+1.19%,5000.0,3430.0,8957.0,4.06,15719.0,3.71,13.5,002310
424.0,신대양제지,85100.0,100.0,-0.12%,5000.0,3429.0,4030.0,8.59,3154.0,6.62,11.31,016590
425.0,아이마켓코리아,10250.0,50.0,+0.49%,500.0,3426.0,33429.0,8.24,64227.0,12.1,10.52,122900
426.0,한일현대시멘트,17720.0,0.0,0.00%,5000.0,3425.0,19328.0,0.23,14646.0,8.22,13.92,006390
427.0,TIGER 일본니케이225,15690.0,15.0,+0.10%,0.0,3402.0,21680.0,0.0,1171.0,,,241180
428.0,한진,22750.0,100.0,+0.44%,5000.0,3401.0,14948.0,8.08,22561.0,-150.66,13.72,002320
429.0,한일홀딩스,10940.0,50.0,-0.45%,1000.0,3373.0,30833.0,2.86,1914.0,4.61,3.32,003300
430.0,KG케미칼,24300.0,100.0,+0.41%,5000.0,3369.0,13866.0,5.78,57614.0,1.68,17.39,001390
431.0,YG PLUS,5300.0,70.0,-1.30%,500.0,3362.0,63429.0,0.71,642626.0,14.56,19.57,037270
432.0,신도리코,33300.0,50.0,-0.15%,5000.0,3357.0,10080.0,9.2,3870.0,5.0,10.62,029530
433.0,이리츠코크렙,5280.0,0.0,0.00%,500.0,3344.0,63342.0,1.15,45244.0,18.4,3.65,088260
434.0,HJ중공업,4015.0,5.0,+0.12%,5000.0,3343.0,83274.0,19.2,69846.0,-2.67,-37.18,097230
435.0,SK렌터카,7070.0,40.0,-0.56%,500.0,3343.0,47286.0,0.64,26876.0,14.85,4.35,068400
436.0,롯데하이마트,14160.0,50.0,+0.35%,5000.0,3343.0,23608.0,5.73,23607.0,-0.65,-3.06,071840
437.0,대신증권우,12790.0,70.0,+0.55%,5000.0,3325.0,26000.0,10.44,22404.0,4.97,,003545
438.0,SIMPAC,5080.0,30.0,+0.59%,500.0,3324.0,65430.0,3.83,47683.0,2.9,17.98,009160
439.0,미래에셋 레버리지 원유선물혼합 ETN(H),8105.0,115.0,+1.44%,0.0,3323.0,41000.0,0.0,19458.0,,,520009
440.0,LX하우시스,37050.0,500.0,+1.37%,5000.0,3323.0,8968.0,14.55,36521.0,-7.53,1.54,108670
441.0,수산인더스트리,23200.0,400.0,+1.75%,200.0,3314.0,14286.0,1.07,68659.0,4.39,21.9,126720
442.0,대한제강,13410.0,430.0,+3.31%,1000.0,3305.0,24647.0,7.47,120282.0,2.8,24.75,084010
443.0,현대퓨처넷,2995.0,30.0,+1.01%,500.0,3301.0,110203.0,6.56,232193.0,-10.19,12.79,126560
444.0,삼진제약,23650.0,250.0,+1.07%,1000.0,3287.0,13900.0,4.91,20952.0,33.98,12.69,005500
445.0,남선알미늄,2545.0,75.0,+3.04%,500.0,3285.0,129079.0,4.12,3019928.0,9.57,19.6,008350
446.0,SNT중공업,9860.0,50.0,+0.51%,2500.0,3279.0,33253.0,3.46,65013.0,11.91,9.44,003570
447.0,DL건설,14860.0,120.0,-0.80%,5000.0,3277.0,22053.0,2.26,14361.0,4.08,19.95,001880
448.0,조선내화,81900.0,300.0,+0.37%,5000.0,3276.0,4000.0,2.67,1499.0,8.26,3.91,000480
449.0,한화3우B,14480.0,20.0,+0.14%,5000.0,3254.0,22472.0,12.94,13773.0,1.04,,00088K
450.0,HL홀딩스,30850.0,250.0,+0.82%,5000.0,3231.0,10472.0,7.75,23206.0,6.71,11.19,060980
451.0,웅진씽크빅,2785.0,45.0,-1.59%,500.0,3217.0,115506.0,3.64,779321.0,22.64,11.81,095720
452.0,환인제약,17260.0,60.0,-0.35%,500.0,3210.0,18600.0,14.45,16555.0,14.25,8.7,016580
453.0,STX엔진,13870.0,50.0,+0.36%,2500.0,3191.0,23009.0,0.0,25713.0,-61.1,0.37,077970
454.0,TIGER 24-10 회사채(A+이상)액티브,52020.0,60.0,+0.12%,0.0,3172.0,6098.0,0.0,107213.0,,,447820
455.0,한국콜마홀딩스,17030.0,30.0,-0.18%,500.0,3164.0,18577.0,14.93,37225.0,24.47,3.61,024720
456.0,농심홀딩스,68000.0,300.0,+0.44%,5000.0,3154.0,4638.0,1.44,3512.0,6.46,4.88,072710
457.0,한국쉘석유,242000.0,2500.0,+1.04%,5000.0,3146.0,1300.0,62.34,1495.0,11.19,27.97,002960
458.0,광동제약,5970.0,30.0,-0.50%,1000.0,3130.0,52421.0,19.0,80529.0,13.27,4.92,009290
